Experiment Run,Simulation,Generation,Agent_number,Generation_size,Function,Block,Program,Strategy,Final_Fitness,agentsout,blockmutationrate,elitismquantity,filename,fitnessfunctiontype,fitnesspower,generationsize,generationspacing,generationspercycle,inheritposition,k,lengthtogens,n,numberofblocks,phenotypemutationrate,phenotypetype,programlength,programmutationrate,requirelastgeneration,samplesize,seed,selectiontype,singlestart,steps,strategyexecutionsamplesize,tournamentsize,useratio,writerparams
4954,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4955,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4956,1,100,0,50,NKLandscape,},0,[],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4957,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4958,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4959,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4960,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4961,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4962,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4963,1,100,0,50,NKLandscape,},0,[],0.5210275373928461,1,0,5,results,NKLandscape,8,50,1,1,False,5,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4964,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],0.940425019637196,1,0,5,results,NKLandscape,8,50,1,1,False,5,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4965,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,5,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4966,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,5,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4967,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,5,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4968,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,5,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4969,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",0.7886989932148256,1,0,5,results,NKLandscape,8,50,1,1,False,5,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4970,1,100,0,50,NKLandscape,},0,[],0.5830752195863484,1,0,5,results,NKLandscape,8,50,1,1,False,6,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4971,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,6,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4972,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,6,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4973,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,6,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4974,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,6,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
4975,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,6,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,45,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
